MedicineCode,MedicineName,ScientificName,Alias,AliasPyCode,AliasWbCode,WbCode,PyCode,DefaultDosage,DosageQty,DosageUnit,Unit,Price,BigPackPrice,BigPackUnit,SmallPackPrice,SmallPackUnit,ChildrenPrice,FixPrice,RetPrice,InsuranceCode,InsurancePayRate,FactoryCode,Weight,WeightUnit,Volume,VolumeUnit,Remark,IsSkinTest,IsCompound,IsDrunk,ToxicLevel,IsHighRisk,IsRefrigerated,IsTumour,AntibioticLevel,IsPrecious,IsInsulin,IsAnaleptic,IsAllergyTest,IsLimited,LimitedNote,Specification,DosageForm,IsActive,IsFirstAid,PharmacyCode,PharmacyName,AntibioticPermission,PrescriptionPermission,BaseFlag,FrequencyCode,FrequencyName,UsageCode,UsageName,ExecDeptCode,Unpack,BigPackFactor,ExecDeptName,FactoryName,InsuranceTypem,MedicineProperty,SmallPackFactor,QTY,MeducalInsuranceCode
5949,注射用硫代硫酸钠,NULL,NULL,NULL,NULL,DWDSQOQ(,LDLSNFZ(,0.64,0.64,g,支,54.8,NULL,支,NULL,支,NULL,0,54.8,NULL,甲,2607,0.64,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.64g/支,注射剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,2,肌注,1,0,1,西药房,上海新亚药业有限公司,NULL,1,1,166,XV03ABL131B001010300796
5971,注射用拉氧头孢钠,NULL,NULL,NULL,NULL,KKVQ(RS),LYTBNZ(S,0.25,0.25,g,支,27.97,NULL,支,NULL,支,NULL,0,27.97,NULL,乙,1119,0.25,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,2,0,0,NULL,NULL,NULL,NULL,0.25g/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,3,静滴,1,0,1,西药房,海南海灵化学制药有限公司,NULL,1,1,36,XJ01DDL014B001040105775
5974,西甲硅油乳剂,NULL,NULL,NULL,NULL,SLDI(40m,XJGYRJ(4,30,30,ml,瓶,33.01,NULL,瓶,NULL,瓶,NULL,0,33.01,NULL,乙,1573,30,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,30ml/瓶,乳剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,1,西药房,德国柏林化学股份公司(美纳里尼集团),NULL,1,1,603,XA03AXX007X003010178278
5995,溴莫尼定滴眼液0.2%,NULL,NULL,NULL,NULL,IANP(0.2,XMNDDYY(,5,5,ml,支,65.13,NULL,支,NULL,支,NULL,0,65.13,NULL,乙,2343,5,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5ml/支,滴眼剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,17,滴眼,1,0,1,西药房,爱力根爱尔兰制药公司,NULL,1,1,5,XS01EAX174G010010178976
5995,溴莫尼定滴眼液0.2%,NULL,NULL,NULL,NULL,IANP(0.2,XMNDDYY(,5,5,ml,支,65.13,NULL,支,NULL,支,NULL,0,65.13,NULL,乙,2343,5,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5ml/支,滴眼剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,17,滴眼,1,0,1,西药房,爱力根爱尔兰制药公司,NULL,1,1,24,XS01EAX174G010010178976
6006,莫匹罗星软膏,NULL,NULL,NULL,NULL,DQDLY(RS,MPLXRG(1,5,5,g,支,10.62,NULL,支,NULL,支,NULL,0,10.62,NULL,乙,264,5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5g/支,乳膏剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,145,涂患处,1,0,1,西药房,中美天津史克制药有限公司,NULL,1,1,82,XD06AXM119F001030100969
6006,莫匹罗星软膏,NULL,NULL,NULL,NULL,DQDLY(RS,MPLXRG(1,5,5,g,支,10.62,NULL,支,NULL,支,NULL,0,10.62,NULL,乙,264,5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5g/支,乳膏剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,145,涂患处,1,0,1,西药房,中美天津史克制药有限公司,NULL,1,1,360,XD06AXM119F001030100969
6012,非布司他片,NULL,NULL,NULL,NULL,AXST(RS),FBSTP(16,40,40,mg,盒,16.48,NULL,盒,NULL,片,NULL,0,16.48,NULL,乙,2772,40,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,40mg/片*16片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,16,西药房,江苏万邦生化医药股份有限公司,NULL,1,16,501,XM04AAF670A001010401729
6227,甲地孕酮分散片,NULL,NULL,NULL,NULL,SSLFES,CSJDYTFS,0.16,0.16,g,盒,79.19,NULL,盒,NULL,片,NULL,0,79.19,NULL,甲,3038,0.16,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.16g/片*10片/盒,分散片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,10,西药房,青岛国海生物制药有限公司,NULL,1,10,40,XG03DBJ032A006010104028
6234,利多卡因胶浆剂,NULL,NULL,NULL,NULL,TQHL0.2g,LDKYJJJ0,10,10,g,支,4.31,NULL,支,NULL,支,NULL,0,4.31,NULL,自费,1611,10,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10g/支,胶浆剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,4,外用,1,0,1,西药房,邯郸康业制药有限公司,NULL,1,1,167,XN01BBL284X007010102585
6325,地高辛片,NULL,NULL,NULL,NULL,FYUT(QAU,DGXP(16),0.25,0.25,mg,片,0.792,NULL,片,NULL,片,NULL,0,23.76,NULL,甲,3150,0.25,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.25mg/片,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,赛诺菲（杭州）制药有限公司,NULL,1,30,711,XC01AAD072A001010104502
6367,双氯芬酸钠栓,NULL,NULL,NULL,NULL,CRASS(RS,SLFSNS(1,0.05,0.05,g,盒,6.05,NULL,盒,NULL,枚,NULL,0,6.05,NULL,乙,1909,0.05,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.05g/枚*10枚/盒,栓剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,30,塞肛,1,0,10,西药房,湖北人福,NULL,1,10,114,XM01ABS120D001010101786
6422,阿达帕林凝胶0.1%,NULL,NULL,NULL,NULL,BDMS0.1%,ADPLNJ(1,30,30,g,支,46.25,NULL,支,NULL,支,NULL,0,46.25,NULL,乙,1068,30,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,30g/支,凝胶剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,145,涂患处,1,0,1,西药房,法国高德美制药公司,NULL,1,1,297,XD10ADA013U001020178442
6457,凝血酶冻干粉,NULL,NULL,NULL,NULL,UTSOQ(RS,NXMDGF(0,2000,2000,单位,支,56.2,NULL,支,NULL,瓶,NULL,0,56.2,NULL,甲,855,2000,单位,NULL,NULL,NULL,0,NULL,0,0,1,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2000单位/支,冻干粉剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,湖南一格制药有限公司,NULL,1,1,3,XB02BCN063P013060204995
6457,凝血酶冻干粉,NULL,NULL,NULL,NULL,UTSOQ(RS,NXMDGF(0,2000,2000,单位,支,56.2,NULL,支,NULL,瓶,NULL,0,56.2,NULL,甲,855,2000,单位,NULL,NULL,NULL,0,NULL,0,0,1,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2000单位/支,冻干粉剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,湖南一格制药有限公司,NULL,1,1,10,XB02BCN063P013060204995
6465,苯海索片,NULL,NULL,NULL,NULL,FSAIFT(P,BHSP(16),2,2,mg,片,0.21,NULL,片,NULL,片,NULL,0,21,NULL,甲,1032,2,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2mg/片,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,常州康普药业有限公司,NULL,1,100,1815,XN04AAB061A001010101375
6491,对乙酰氨基酚混悬液,NULL,NULL,NULL,NULL,CNSRASIE,DYXAJFHX,100,100,ml,瓶,12.8,NULL,瓶,NULL,瓶,NULL,0,12.8,NULL,乙,144,100,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,100ml/瓶,口服液,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,上海强生制药有限,NULL,1,1,14,XN02BED158X002010100734
6515,复方氨肽素片,NULL,NULL,NULL,NULL,MQT(TYRE,FFATSP(1,0.22,0.22,g,盒,31.5,NULL,盒,NULL,片,NULL,0,31.5,NULL,自费,3042,0.22,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.22g/片*120片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,120,西药房,辽宁丹生生物制药有限公司,NULL,1,120,35,XL03AXF171A001010101148
6515,复方氨肽素片,NULL,NULL,NULL,NULL,MQT(TYRE,FFATSP(1,0.22,0.22,g,盒,31.5,NULL,盒,NULL,片,NULL,0,31.5,NULL,自费,3042,0.22,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.22g/片*120片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,120,西药房,辽宁丹生生物制药有限公司,NULL,1,120,150,XL03AXF171A001010101148
6537,★卡马西平片,NULL,NULL,NULL,NULL,TGQT(RS),KMXPPYD,0.2,0.2,g,板,8.3767,NULL,板,NULL,片,NULL,0,25.13,NULL,甲,183,0.2,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,200mg/片*10片/板,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,北京诺华制药有限公司,NULL,1,30,298,XN03AFK019A001020100100
6566,炉甘石洗剂,NULL,NULL,NULL,NULL,OADG,LGSXY(F1,100,100,ml,瓶,17.38,NULL,瓶,NULL,瓶,NULL,0,17.38,NULL,甲,3400,100,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,100ml/瓶,洗剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,145,涂患处,1,0,1,西药房,山东鲁西药业有限公司,NULL,1,1,86,XD11AXL173S001010104135
6571,氯硝西泮片,NULL,NULL,NULL,NULL,RDPPT(RS,LXXPP(F1,2,2,mg,片,0.53,NULL,片,NULL,片,NULL,0,53,NULL,甲,174,2,mg,NULL,NULL,NULL,0,NULL,0,2,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2mg/片,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,江苏恩华药业股份有限公司,NULL,1,100,1921,XN03AEL250A001020301436
6575,毛果芸香碱滴眼液,NULL,NULL,NULL,NULL,TJATD5ml,MGYXJDYY,5,5,ml,支,14.5,NULL,支,NULL,支,NULL,0,14.5,NULL,甲,1275,5,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5ml:0.1g/支,滴眼剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,17,滴眼,1,0,1,西药房,山东博士伦福瑞达制药有限公司,NULL,1,1,25,XS01EBM035G010040204072
6592,醋酸泼尼松龙滴眼液,NULL,NULL,NULL,NULL,XRSDQ5ml,CSPNSLDY,50,50,mg,支,28.77,NULL,支,NULL,支,NULL,1.5985,28.77,NULL,乙,2343,50,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5ml:50mg/支,滴眼剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,17,滴眼,1,0,1,西药房,爱力根爱尔兰制药公司,NULL,1,1,70,XS01BAP060G010010178976
6594,普罗帕酮注射液,NULL,NULL,NULL,NULL,ULMSQ10m,PLPTZYXL,35,35,mg,支,27.9,NULL,支,NULL,支,NULL,0,139.5,NULL,甲,319,35,mg,NULL,NULL,NULL,0,NULL,0,0,1,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,35mg/支,注射剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,7,静注,1,0,1,西药房,广州白云山明兴制药有限公司,NULL,1,5,63,XC01BCP099B002010100375
6662,阿普唑仑片,NULL,NULL,NULL,NULL,BUKWT(RS,APZLP(14,0.4,0.4,mg,片,0.217,NULL,片,NULL,片,NULL,0,21.7,NULL,甲,308,0.4,mg,NULL,NULL,NULL,0,NULL,0,2,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.4mg/片,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,齐鲁制药有限公司,NULL,1,100,19318,XN05BAA050A001010304146
6669,注射用绒促性素,NULL,NULL,NULL,NULL,XWNGOQ(R,RCXSFZ(H,2000,2000,iu,支,55.537,NULL,支,NULL,支,NULL,0,555.37,NULL,甲,3416,2000,iu,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2000iu/支,粉针剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,2,肌注,1,0,1,西药房,青岛冠龙生物制药有限公司,NULL,1,10,325,XG03GAR036B001040101673
6681,苯扎氯铵贴,NULL,NULL,NULL,NULL,WSM(RS),BZLATYCK,1,1,片,片,0.226,NULL,片,NULL,片,NULL,0,22.6,NULL,自费,2585,1,片,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,1片/片,贴剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,4,外用,1,0,1,西药房,上海强生有限公司,NULL,1,100,1212,XD09AAB080V001020400733
6810,异丙托溴铵气雾剂,NULL,NULL,NULL,NULL,EWQRFY(R,YBTXAQWJ,10,10,ml,支,49.27,NULL,支,NULL,瓶,NULL,0,49.27,NULL,甲,1286,10,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,20ug/喷*200喷/支,气雾剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,141,吸入,1,0,1,西药房,上海勃林格殷格翰药业有限公司,NULL,1,1,2,XR03BBY139L028010178302
6810,异丙托溴铵气雾剂,NULL,NULL,NULL,NULL,EWQRFY(R,YBTXAQWJ,10,10,ml,支,49.27,NULL,支,NULL,瓶,NULL,0,49.27,NULL,甲,1286,10,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,20ug/喷*200喷/支,气雾剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,141,吸入,1,0,1,西药房,上海勃林格殷格翰药业有限公司,NULL,1,1,5,XR03BBY139L028010178302
6814,妥布霉素眼膏,NULL,NULL,NULL,NULL,RDFHY(RS,TBMSYG(1,3.5,3.5,g,支,22.93,NULL,支,NULL,支,NULL,0,22.93,NULL,乙,70,3.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,3.5g/支,眼膏剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,86,涂患眼,1,0,1,西药房,比利时爱尔康公司,NULL,1,1,18,XS01AAT125G004010182356
6814,妥布霉素眼膏,NULL,NULL,NULL,NULL,RDFHY(RS,TBMSYG(1,3.5,3.5,g,支,22.93,NULL,支,NULL,支,NULL,0,22.93,NULL,乙,70,3.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,3.5g/支,眼膏剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,86,涂患眼,1,0,1,西药房,比利时爱尔康公司,NULL,1,1,50,XS01AAT125G004010182356
6845,复方角菜酸酯栓,NULL,NULL,NULL,NULL,DPS(RS),FFJCSZS(,3.4,3.4,g,盒,23.55,NULL,盒,NULL,枚,NULL,0,23.55,NULL,乙,43,3.4,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,3.4g/枚*12枚/盒,栓剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,30,塞肛,1,0,12,西药房,西安杨森制药有限公司,NULL,1,12,63,XC05AXF327D001010302529
6893,维生素B12片,NULL,NULL,NULL,NULL,XTGB12T(,WSSB12P(,25,25,ug,瓶,6,NULL,瓶,NULL,片,NULL,0,6,NULL,自费,2176,25,ug,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,25ug/片*100片/瓶,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,100,西药房,山西云鹏制药有限公司,NULL,1,100,8,XB03BAW037A018010102968
6893,维生素B12片,NULL,NULL,NULL,NULL,XTGB12T(,WSSB12P(,25,25,ug,瓶,6,NULL,瓶,NULL,片,NULL,0,6,NULL,自费,2176,25,ug,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,25ug/片*100片/瓶,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,100,西药房,山西云鹏制药有限公司,NULL,1,100,63,XB03BAW037A018010102968
6899,曲克芦丁香豆素片,NULL,NULL,NULL,NULL,MDASTGGT,QKLDXDSP,0.105,0.105,g,盒,17.29,NULL,盒,NULL,片,NULL,0,17.29,NULL,自费,2727,0.105,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.105g/片*24片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,24,西药房,山西太原药业有限公司,NULL,1,24,196,XC05CAQ097A001010202944
6940,枫蓼肠胃康胶囊,NULL,NULL,NULL,NULL,ELYEG,FLCWKJN(,0.37,0.37,g,盒,21.95,NULL,盒,NULL,粒,NULL,0,21.95,NULL,乙,542,0.37,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.37g*24粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,1,口服,1,0,24,西药房,海口奇力制药股份有限公司,NULL,2,24,85,ZA04CDF0109010205755
7155,枸橼酸铋钾/替硝唑/克拉霉素片,NULL,NULL,NULL,NULL,GGLDBT(R,GYSBJ/TX,1,1,片,盒,17.22,NULL,盒,NULL,片,NULL,0,17.22,NULL,自费,1213,1,片,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,8片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,8,西药房,丽珠集团丽珠制药厂,NULL,1,8,749,XA02AXJ224A001020100453
7194,醋酸戈舍瑞林缓释植入剂,NULL,NULL,NULL,NULL,YFTQAGG,GSRLHSZR,3.6,3.6,mg,支,1073.75,NULL,支,NULL,支,NULL,0,1073.75,NULL,乙,2556,3.6,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,3.6mg/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,8,皮下,1,0,1,西药房,AstraZeneca UK Limited,NULL,1,1,86,XL02AEG063J004020178241
7324,99MTC-SC(核),NULL,NULL,NULL,NULL,99MTC-AS,D-99m-LH,20,20,mci,支,500,NULL,支,NULL,支,NULL,0,500,NULL,自费,1951,20,mci,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,20mci/支,其它,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,中国原子能科学研究院,NULL,1,1,10000,X99999999999999999999999
7340,131碘(核),NULL,NULL,NULL,NULL,NULL,131I-NaI,1,1,mci,支,60,NULL,支,NULL,支,NULL,0,60,NULL,乙,2496,1,mci,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,1mci,其它,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,1,西药房,广州市原子高科,NULL,1,1,9712,XV09FXD096X001010100238
7374,99MTC-ECD(核)(35mCi),NULL,NULL,NULL,NULL,99MTC,D-99m-SB,35,35,mci,支,480,NULL,支,NULL,支,NULL,0,480,NULL,自费,1951,35,mci,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,35mci/支,其它,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,中国原子能科学研究院,NULL,1,1,5000,XV09CAD049B002010100238
7377,99MTC-DTPA(核)(10mCi),NULL,NULL,NULL,NULL,99MTC-DT,D-99m-PT,10,10,mci,支,480,NULL,支,NULL,支,NULL,0,480,NULL,乙,1951,10,mci,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10mci/支,其它,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,中国原子能科学研究院,NULL,1,1,9999,XV09CAD048B002010100238
7402,99MTC-MDP(核)(25mCi),NULL,NULL,NULL,NULL,99MTC-MD,D-99m-YJ,25,25,mci,支,480,NULL,支,NULL,支,NULL,0,480,NULL,乙,1951,25,mci,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,25mci/支,其它,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,中国原子能科学研究院,NULL,1,1,4995,XV09BAD055B002010100575
7542,注射用阿替普酶,NULL,NULL,NULL,NULL,TXXXGXIS,ATPMZ(AT,50,50,mg,支,3570,NULL,支,NULL,支,NULL,0,3570,NULL,乙,2602,50,mg,NULL,NULL,NULL,0,NULL,0,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,50mg/支,粉针剂,1,1,1,西药房,NULL,NULL,6,NULL,NULL,3,静滴,1,0,1,西药房,德国勃林格殷格翰公司,NULL,1,1,1,XB01ADA066B001020178302
7542,注射用阿替普酶,NULL,NULL,NULL,NULL,TXXXGXIS,ATPMZ(AT,50,50,mg,支,3570,NULL,支,NULL,支,NULL,0,3570,NULL,乙,2602,50,mg,NULL,NULL,NULL,0,NULL,0,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,50mg/支,粉针剂,1,1,1,西药房,NULL,NULL,6,NULL,NULL,3,静滴,1,0,1,西药房,德国勃林格殷格翰公司,NULL,1,1,2,XB01ADA066B001020178302
7557,碳酸氢钠片,NULL,NULL,NULL,NULL,DSRQT(F0,TSQNP(F1,0.5,0.5,g,瓶,8.38,NULL,瓶,NULL,片,NULL,0,8.38,NULL,甲,492,0.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5g/片*100片/瓶,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,100,西药房,天津力生制药股份有限公司,NULL,1,100,17,XA02AHT018A001010100886
7602,★注射用丙戊酸钠,NULL,NULL,NULL,NULL,TEGDSQ,ZSYBWSN,0.4,0.4,g,支,113.65,NULL,支,NULL,支,NULL,0,113.65,NULL,乙,1752,0.4,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.4g/支,粉针剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,3,静滴,1,0,1,西药房,杭州赛诺菲安万特民生制药有限公司,NULL,1,1,7,XN03AGB140B001010104502
7648,阿维A胶囊,NULL,NULL,NULL,NULL,YQEG(F03,AWAJN(17,10,10,mg,盒,41.28,NULL,盒,NULL,粒,NULL,0,41.28,NULL,乙,2632,10,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10mg/粒*30粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,30,西药房,重庆华邦制药股份有限公司,NULL,1,30,38,XD05BBA071E001010101003
7664,芬太尼注射液,NULL,NULL,NULL,NULL,ADNX,FTNZSY,0.5,0.5,mg,支,15.98,NULL,支,NULL,支,NULL,0,15.98,NULL,甲,1756,0.5,mg,NULL,NULL,NULL,0,NULL,1,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5mg/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,宜昌人福药业有限责任公司,NULL,1,1,1,XN01AHF027B002030102000
7664,芬太尼注射液,NULL,NULL,NULL,NULL,ADNX,FTNZSY,0.5,0.5,mg,支,15.98,NULL,支,NULL,支,NULL,0,15.98,NULL,甲,1756,0.5,mg,NULL,NULL,NULL,0,NULL,1,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5mg/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,7,静注,1,0,1,西药房,宜昌人福药业有限责任公司,NULL,1,1,2,XN01AHF027B002030102000
7771,★非洛地平缓释片,NULL,NULL,NULL,NULL,IWPT(RS),FLDPHSP,5,5,mg,盒,27.61,NULL,盒,NULL,片,NULL,0,27.61,NULL,乙,983,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg/片*10片/盒,缓释片,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,阿斯利康制药有限公司,NULL,1,10,473,XC08CAF017A010030101359
7826,利托君片,NULL,NULL,NULL,NULL,NULL,YSLTJP(1,10,10,mg,盒,41.31,NULL,盒,NULL,片,NULL,0,41.31,NULL,乙,2721,10,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10mg/片*10片/盒,片剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,1,口服,1,0,10,西药房,信东生技股份有限公司,NULL,1,10,30,XG02CAL073A001010179160
7827,吉非替尼片,NULL,NULL,NULL,NULL,NULL,JFTNP(YR,0.25,0.25,克,盒,137.61,NULL,盒,NULL,片,NULL,0,137.61,NULL,乙,1177,0.25,克,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.25g/片*10片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,江苏恒瑞医药,NULL,1,10,5,XL01XEJ008A001010101445
